time_step,scenario,density,stability,route_score,our_delay,our_jitter,our_pdr,our_throughput,our_overhead,our_travel_time,our_congestion,aodv_delay,aodv_jitter,aodv_pdr,aodv_throughput,aodv_overhead,aodv_travel_time,aodv_congestion
1680,low,19,0.6309,0.417,0.03257,0.00093,0.8964,0.6976,38.61,53.13,0.1025,0.16004,0.04143,0.7423,0.5777,48.26,76.71,0.1716
1690,low,19,0.6071,0.4099,0.03588,0.00331,0.8812,0.6858,45.0,54.24,0.1058,0.15638,0.00366,0.711,0.5533,51.08,79.06,0.1774
1700,low,20,0.6677,0.4114,0.03573,0.00015,0.8795,0.7205,47.12,52.96,0.1116,0.1574,0.00102,0.7149,0.5857,64.75,77.02,0.1624
1710,low,20,0.6026,0.3919,0.03374,0.00199,0.8894,0.7286,42.86,53.94,0.1096,0.12299,0.0344,0.7331,0.6005,75.85,72.01,0.1532
1720,low,21,0.7197,0.4104,0.03532,0.00158,0.8954,0.7702,40.27,54.54,0.1138,0.1589,0.03591,0.7159,0.6157,81.71,77.73,0.1834
1730,low,20,0.6076,0.3934,0.03813,0.00281,0.8774,0.7188,47.73,54.94,0.1111,0.16531,0.00641,0.7115,0.5828,51.74,71.57,0.1701
1740,low,19,0.664,0.427,0.03512,0.00301,0.8943,0.696,35.37,51.28,0.1014,0.1794,0.01408,0.6972,0.5426,70.09,72.55,0.1623
1750,low,21,0.6477,0.3888,0.03504,8e-05,0.8805,0.7574,45.25,51.69,0.1138,0.17164,0.00776,0.6966,0.5992,52.72,81.64,0.1551
1760,low,20,0.6563,0.408,0.03077,0.00427,0.8963,0.7343,39.84,53.86,0.1061,0.15212,0.01952,0.7146,0.5854,71.55,80.31,0.1684
1770,low,21,0.692,0.4021,0.03269,0.00191,0.8886,0.7643,40.16,55.35,0.1154,0.1612,0.00908,0.7056,0.6069,75.27,72.06,0.193
1780,low,19,0.5768,0.4008,0.03075,0.00193,0.8871,0.6904,36.54,53.03,0.1037,0.17387,0.01267,0.7098,0.5524,61.28,70.51,0.1457
1790,low,19,0.6772,0.4309,0.02949,0.00127,0.8992,0.6998,42.42,53.23,0.1021,0.15606,0.01782,0.7446,0.5795,68.02,76.52,0.1484
1800,low,19,0.6312,0.4171,0.03001,0.00053,0.9046,0.704,39.97,54.48,0.1053,0.1502,0.00586,0.7277,0.5664,59.28,74.43,0.1669
1810,low,19,0.5478,0.3921,0.03519,0.00518,0.8791,0.6842,45.1,54.25,0.1043,0.13979,0.01041,0.7182,0.559,67.45,74.62,0.1594
1820,low,20,0.6991,0.4208,0.03177,0.00342,0.8863,0.726,38.17,52.41,0.1106,0.16945,0.02967,0.652,0.5341,69.15,78.09,0.1776
1830,low,19,0.5538,0.3939,0.03653,0.00475,0.8852,0.6889,42.79,50.95,0.1049,0.15144,0.01801,0.7345,0.5717,53.73,73.24,0.1622
1840,low,22,0.6944,0.3861,0.0364,0.00013,0.8798,0.7928,49.49,54.87,0.1209,0.1501,0.00134,0.6831,0.6156,74.39,77.95,0.1961
1850,low,21,0.6431,0.3874,0.03442,0.00198,0.8709,0.7492,48.01,54.87,0.1146,0.14091,0.0092,0.7334,0.6308,76.75,76.1,0.1597
1860,low,19,0.6181,0.4132,0.02578,0.00864,0.896,0.6973,44.54,54.52,0.1016,0.14648,0.00557,0.7248,0.5641,58.2,74.72,0.1669
1870,low,20,0.667,0.4112,0.03032,0.00454,0.8897,0.7288,39.79,53.43,0.1088,0.11754,0.02894,0.7074,0.5795,65.22,74.75,0.1577
1880,low,20,0.555,0.3776,0.04122,0.01089,0.8886,0.7279,43.27,54.01,0.1079,0.13406,0.01652,0.7376,0.6042,71.78,71.9,0.1511
1890,low,20,0.653,0.407,0.03571,0.00551,0.8911,0.73,40.0,53.49,0.1087,0.15096,0.0169,0.7066,0.5789,69.47,79.37,0.1821
1900,low,20,0.6079,0.3935,0.03882,0.00311,0.889,0.7283,38.44,53.69,0.1083,0.18036,0.0294,0.7752,0.6351,52.03,74.64,0.1533
1910,low,18,0.6581,0.4419,0.03295,0.00587,0.8975,0.6617,41.17,50.87,0.0974,0.18398,0.00363,0.714,0.5264,65.77,71.96,0.1649
1920,low,20,0.7116,0.4246,0.02894,0.00401,0.8959,0.7339,40.53,54.21,0.1056,0.1653,0.01868,0.7102,0.5818,70.76,72.47,0.1652
1930,low,22,0.715,0.3923,0.03309,0.00415,0.8924,0.8041,42.28,53.79,0.1216,0.18668,0.02138,0.7472,0.6733,83.07,74.42,0.1939
1940,low,21,0.6364,0.3854,0.03294,0.00014,0.8963,0.771,44.04,52.73,0.1119,0.17098,0.0157,0.7244,0.6231,83.68,81.14,0.1597
1950,low,21,0.5656,0.3641,0.03428,0.00133,0.8901,0.7656,47.87,52.82,0.1156,0.15287,0.01812,0.7305,0.6284,71.45,75.87,0.1703
1960,low,20,0.6355,0.4018,0.03531,0.00103,0.8828,0.7232,43.65,51.89,0.1054,0.16316,0.0103,0.7389,0.6053,68.74,75.05,0.1491
1970,low,19,0.7083,0.4403,0.02995,0.00536,0.8914,0.6938,35.96,52.61,0.1057,0.17091,0.00775,0.709,0.5518,66.55,74.7,0.1512
1980,low,19,0.6321,0.4174,0.0352,0.00524,0.9183,0.7146,37.07,52.25,0.1031,0.15603,0.01488,0.7621,0.5931,63.03,70.84,0.1462
1990,low,19,0.6958,0.4365,0.03868,0.00348,0.9129,0.7104,40.98,51.49,0.1013,0.15055,0.00548,0.73,0.5681,61.08,73.47,0.1397
2000,low,20,0.6711,0.4124,0.03563,0.00304,0.8885,0.7278,39.18,55.19,0.1099,0.16244,0.01189,0.6948,0.5692,77.63,72.06,0.1631
2010,low,20,0.6568,0.4081,0.03665,0.00102,0.8751,0.7169,39.08,54.48,0.1111,0.15615,0.00629,0.7549,0.6184,53.32,79.94,0.1475
2020,low,18,0.6344,0.4348,0.03675,0.0001,0.9025,0.6654,39.54,51.02,0.099,0.13989,0.01626,0.7065,0.5209,49.05,78.61,0.1311
2030,low,20,0.6322,0.4008,0.03317,0.00358,0.8896,0.7288,39.04,55.09,0.1099,0.15429,0.0144,0.7246,0.5936,58.27,74.78,0.1545
2040,low,20,0.6033,0.3921,0.03928,0.00611,0.8777,0.719,41.54,54.17,0.109,0.13998,0.0143,0.7059,0.5782,73.78,71.92,0.1642
2050,low,20,0.7491,0.4358,0.03667,0.0026,0.9094,0.745,40.56,51.09,0.1092,0.15777,0.01779,0.6925,0.5673,65.62,72.95,0.1845
2060,low,20,0.5369,0.3722,0.04256,0.00589,0.8919,0.7306,47.19,51.67,0.1112,0.15408,0.00368,0.7288,0.597,55.28,71.67,0.1713
2070,low,19,0.7292,0.4465,0.03287,0.00969,0.8993,0.6998,40.5,53.03,0.0998,0.14347,0.01061,0.7405,0.5763,57.18,78.4,0.1413
2080,low,20,0.5933,0.3891,0.03369,0.00082,0.8892,0.7284,40.01,53.07,0.1088,0.18112,0.03764,0.7433,0.6089,58.2,72.12,0.1567
2090,low,19,0.6395,0.4196,0.02967,0.00402,0.8858,0.6893,43.06,50.95,0.102,0.18091,0.00021,0.7302,0.5683,58.27,80.14,0.1406
2100,low,20,0.6881,0.4175,0.03181,0.00214,0.8919,0.7306,41.45,51.19,0.1093,0.17278,0.00813,0.738,0.6045,63.61,75.36,0.1743
2110,low,20,0.6278,0.3994,0.03439,0.00258,0.8745,0.7164,39.7,52.46,0.1059,0.1658,0.00698,0.7179,0.5881,65.2,75.31,0.1639
2120,low,18,0.6114,0.4279,0.03533,0.00094,0.889,0.6554,38.78,52.04,0.0986,0.16713,0.00133,0.7386,0.5446,67.51,72.48,0.1498
2130,low,21,0.7053,0.406,0.02887,0.00646,0.9006,0.7746,40.2,54.41,0.1116,0.16943,0.0023,0.7376,0.6344,81.32,78.69,0.182
2140,low,19,0.6668,0.4278,0.0295,0.00063,0.8832,0.6874,43.48,52.15,0.1027,0.18567,0.01624,0.7224,0.5622,55.46,73.0,0.1644
2150,low,18,0.7214,0.4609,0.03884,0.00934,0.8959,0.6605,37.51,51.92,0.0974,0.15409,0.03158,0.7039,0.519,45.03,76.08,0.1592
2160,low,18,0.6845,0.4498,0.03541,0.00343,0.8967,0.6611,38.12,53.95,0.0994,0.13631,0.01778,0.7069,0.5212,65.25,72.26,0.1369
2170,low,19,0.5604,0.3959,0.03213,0.00328,0.8786,0.6838,39.89,51.97,0.1049,0.15718,0.02087,0.6888,0.5361,71.72,76.26,0.1775
2180,low,18,0.6901,0.4515,0.02872,0.00341,0.8906,0.6566,33.86,52.78,0.0987,0.15962,0.00244,0.7317,0.5395,71.15,77.26,0.1336
2190,low,19,0.7098,0.4407,0.03223,0.00351,0.8924,0.6945,36.34,50.41,0.1054,0.14389,0.01574,0.752,0.5853,48.81,73.19,0.1436
2200,low,20,0.6623,0.4098,0.03238,0.00015,0.8866,0.7263,38.45,53.86,0.1086,0.1628,0.01892,0.6948,0.5692,68.75,79.1,0.1782
2210,low,18,0.6647,0.4439,0.03699,0.00461,0.8946,0.6596,40.07,53.25,0.0984,0.16574,0.00293,0.7271,0.5361,62.75,70.49,0.1338
2220,low,20,0.5808,0.3854,0.03376,0.00322,0.8791,0.7201,45.55,50.95,0.1075,0.15308,0.01266,0.7006,0.5739,73.2,77.76,0.1774
2230,low,19,0.7082,0.4402,0.03805,0.00428,0.8924,0.6945,44.03,51.98,0.1049,0.1122,0.04088,0.7241,0.5635,50.05,79.43,0.1404
2240,low,19,0.8123,0.4715,0.03402,0.00403,0.8902,0.6928,35.48,52.08,0.1009,0.16132,0.04913,0.6779,0.5276,68.39,77.1,0.1712
2250,low,19,0.677,0.4309,0.03848,0.00446,0.8901,0.6927,37.24,54.18,0.1013,0.13088,0.03044,0.7248,0.564,52.31,77.51,0.1387
2260,low,19,0.6313,0.4172,0.03188,0.0066,0.8816,0.6861,37.72,50.46,0.1048,0.15587,0.02499,0.7363,0.5731,50.82,77.23,0.1524
2270,low,20,0.6385,0.4027,0.0357,0.00382,0.8857,0.7256,41.34,52.97,0.1068,0.15732,0.00145,0.7144,0.5852,58.16,77.49,0.1579
2280,low,21,0.7065,0.4064,0.0367,0.001,0.9012,0.7752,40.74,54.76,0.1111,0.18109,0.02377,0.7126,0.613,59.61,79.43,0.1825
2290,low,19,0.6827,0.4326,0.03366,0.00304,0.8936,0.6954,35.42,50.76,0.1046,0.16969,0.01139,0.7112,0.5535,56.97,79.96,0.1498
2300,low,20,0.5404,0.3732,0.03882,0.00516,0.8674,0.7106,39.98,51.38,0.1063,0.17656,0.00687,0.7014,0.5746,70.23,78.93,0.1658
2310,low,20,0.6734,0.4131,0.03365,0.00517,0.8789,0.72,42.15,55.41,0.1112,0.16067,0.01588,0.7201,0.5899,58.97,73.58,0.149
2320,low,19,0.6373,0.419,0.03549,0.00184,0.8932,0.6951,40.91,52.12,0.1055,0.1533,0.00738,0.7506,0.5842,52.59,74.83,0.1492
2330,low,19,0.7247,0.4452,0.03466,0.00083,0.9048,0.7042,37.91,54.0,0.1061,0.15833,0.00503,0.7166,0.5577,56.97,74.88,0.1639
2340,low,19,0.6919,0.4354,0.03743,0.00277,0.89,0.6926,41.58,51.77,0.1006,0.15624,0.00208,0.7541,0.5869,57.44,74.19,0.1649
2350,low,20,0.6599,0.4091,0.03815,0.00072,0.8872,0.7268,46.98,51.51,0.1065,0.15477,0.00147,0.7395,0.6058,65.18,78.67,0.1479
2360,low,20,0.6342,0.4014,0.02997,0.00818,0.8763,0.7179,46.62,54.36,0.1102,0.14341,0.01136,0.7394,0.6057,58.07,78.25,0.1533
2370,low,21,0.6506,0.3896,0.03655,0.00658,0.8754,0.753,47.08,52.84,0.1158,0.14232,0.00109,0.7027,0.6044,65.82,81.06,0.1681
2380,low,19,0.658,0.4252,0.03037,0.00618,0.9013,0.7014,42.03,52.07,0.1042,0.14013,0.00219,0.7056,0.5491,70.26,74.4,0.1395
2390,low,18,0.6476,0.4387,0.03653,0.00616,0.8855,0.6529,40.64,50.61,0.0956,0.12456,0.01557,0.7357,0.5425,60.11,70.96,0.15
2400,low,20,0.7427,0.4339,0.03655,2e-05,0.8963,0.7343,39.41,52.23,0.1068,0.14695,0.02239,0.7129,0.584,57.74,77.04,0.1673
2410,low,19,0.71,0.4408,0.03409,0.00246,0.8908,0.6933,40.9,53.23,0.1053,0.13425,0.0127,0.7051,0.5487,65.92,74.36,0.1631
2420,low,19,0.5324,0.3875,0.03879,0.00469,0.8721,0.6787,45.35,51.54,0.1052,0.15036,0.01611,0.7212,0.5613,53.44,78.39,0.1625
2430,low,19,0.7114,0.4412,0.03559,0.0032,0.8916,0.6939,35.11,51.88,0.101,0.16035,0.00999,0.7302,0.5683,55.67,70.69,0.1677
2440,low,19,0.6638,0.4269,0.03547,0.00011,0.8884,0.6914,38.4,52.78,0.1026,0.14911,0.01124,0.7081,0.5511,54.43,70.72,0.1592
2450,low,19,0.6763,0.4307,0.02645,0.00902,0.888,0.6911,39.77,54.24,0.1029,0.15448,0.00537,0.7681,0.5978,75.08,72.71,0.1536
2460,low,20,0.6602,0.4092,0.03796,0.01152,0.8996,0.7369,38.36,51.76,0.1056,0.14383,0.01065,0.7048,0.5774,68.39,76.03,0.175
2470,low,20,0.6094,0.3939,0.0368,0.00117,0.8954,0.7335,39.3,53.16,0.1063,0.16482,0.02098,0.7234,0.5926,59.59,79.48,0.164
2480,low,20,0.6882,0.4176,0.03736,0.00057,0.8917,0.7305,39.88,53.73,0.1097,0.18348,0.01867,0.6776,0.5551,78.76,71.13,0.1527
2490,low,18,0.6841,0.4497,0.03552,0.00184,0.9039,0.6664,41.5,50.42,0.0952,0.17694,0.00655,0.7455,0.5496,47.96,74.65,0.145
2500,low,18,0.735,0.4649,0.02704,0.00848,0.8979,0.662,38.13,52.96,0.0971,0.13621,0.04073,0.716,0.5279,59.73,74.37,0.1611
2510,low,20,0.7492,0.4359,0.03091,0.00387,0.882,0.7225,42.8,54.36,0.1055,0.17756,0.04136,0.7089,0.5807,78.6,74.75,0.1513
2520,low,19,0.6079,0.4102,0.03427,0.00336,0.8838,0.6878,36.2,51.6,0.1029,0.17404,0.00352,0.7153,0.5566,55.31,70.27,0.1692
2530,low,20,0.6947,0.4195,0.02951,0.00476,0.8817,0.7223,46.17,55.29,0.1083,0.14366,0.03038,0.7039,0.5766,52.95,74.18,0.1859
2540,low,20,0.6212,0.3975,0.03311,0.00359,0.9097,0.7452,39.32,53.38,0.1062,0.12177,0.02189,0.766,0.6275,72.35,80.24,0.1671
2550,low,21,0.6037,0.3756,0.04755,0.01444,0.8832,0.7597,45.58,51.86,0.1118,0.16632,0.04455,0.7327,0.6302,63.34,73.66,0.194
2560,low,20,0.6608,0.4093,0.03471,0.01283,0.8873,0.7269,37.9,54.91,0.1073,0.15645,0.00987,0.6953,0.5696,78.57,74.48,0.1671
2570,low,19,0.6565,0.4247,0.03699,0.00228,0.8824,0.6867,39.31,52.71,0.1015,0.14444,0.012,0.7516,0.5849,63.67,70.34,0.1388
2580,low,20,0.729,0.4298,0.03975,0.00276,0.9012,0.7382,37.18,52.9,0.108,0.16713,0.02269,0.7302,0.5982,63.11,71.49,0.162
2590,low,21,0.7118,0.408,0.03413,0.00562,0.8912,0.7666,42.79,55.26,0.1168,0.141,0.02613,0.713,0.6133,52.59,81.66,0.1625
2600,low,19,0.6128,0.4116,0.03644,0.00231,0.883,0.6872,37.58,53.07,0.1022,0.12804,0.01296,0.7202,0.5605,67.43,75.75,0.1438
2610,low,19,0.7312,0.4472,0.03828,0.00183,0.9062,0.7053,36.51,51.63,0.1008,0.14059,0.01255,0.7144,0.556,74.86,74.7,0.1635
2620,low,20,0.603,0.392,0.04146,0.00318,0.8761,0.7177,46.77,52.72,0.1052,0.12733,0.01326,0.6749,0.5528,51.71,76.02,0.1568
2630,low,20,0.6546,0.4075,0.02825,0.01321,0.8908,0.7297,41.58,54.55,0.1076,0.16121,0.03388,0.7429,0.6086,50.39,71.45,0.1661
2640,low,19,0.7284,0.4463,0.03528,0.00703,0.8976,0.6985,40.06,50.68,0.1046,0.16155,0.00034,0.6816,0.5304,49.95,78.22,0.1455
2650,low,20,0.6888,0.4177,0.02776,0.00753,0.8939,0.7323,45.52,51.37,0.1115,0.16683,0.00528,0.7218,0.5913,62.63,80.25,0.1794
2660,low,19,0.6486,0.4224,0.03411,0.00636,0.8869,0.6903,41.23,53.87,0.1048,0.17827,0.01144,0.7528,0.5859,49.81,76.1,0.1563
2670,low,19,0.7055,0.4394,0.03991,0.00579,0.891,0.6934,37.85,51.4,0.1019,0.16521,0.01307,0.7344,0.5715,58.59,74.29,0.154
2680,low,20,0.7515,0.4365,0.03624,0.00367,0.9022,0.7391,40.07,54.12,0.1068,0.15407,0.01114,0.6793,0.5565,54.74,72.87,0.1529
2690,low,20,0.7386,0.4327,0.03537,0.00087,0.8845,0.7246,39.51,53.84,0.1072,0.16164,0.00757,0.7328,0.6003,65.34,73.29,0.1555
2700,low,18,0.6498,0.4394,0.02756,0.00781,0.894,0.6591,39.38,51.35,0.0979,0.1499,0.01174,0.7299,0.5381,46.34,74.61,0.1615
2710,low,20,0.6113,0.3945,0.0375,0.00995,0.8919,0.7306,45.83,53.29,0.1096,0.15413,0.00424,0.7127,0.5838,77.09,77.56,0.1809
2720,low,21,0.6836,0.3995,0.04061,0.00311,0.8882,0.764,47.94,54.93,0.1158,0.15161,0.00253,0.7356,0.6327,54.68,75.58,0.1734
2730,low,19,0.6016,0.4082,0.03263,0.00798,0.8856,0.6892,36.31,51.94,0.1007,0.16347,0.01186,0.7266,0.5655,71.86,71.02,0.1576
2740,low,18,0.5653,0.414,0.03418,0.00155,0.8821,0.6504,37.98,54.03,0.0997,0.18558,0.02211,0.7131,0.5257,52.38,73.4,0.1472
2750,low,20,0.6879,0.4175,0.03869,0.00451,0.9104,0.7458,38.22,51.18,0.1106,0.16559,0.01999,0.7065,0.5787,74.47,72.61,0.1853
2760,low,19,0.6227,0.4146,0.03948,0.00079,0.9071,0.706,43.59,51.29,0.1003,0.14021,0.02538,0.6888,0.536,72.48,77.62,0.1716
2770,low,19,0.6122,0.4114,0.03893,0.00055,0.8882,0.6913,39.34,50.86,0.1042,0.13998,0.00022,0.726,0.565,49.71,76.62,0.1467
2780,low,19,0.5985,0.4073,0.03736,0.00158,0.8883,0.6913,41.25,51.53,0.1045,0.15119,0.0112,0.7396,0.5756,72.16,72.54,0.1589
2790,low,19,0.6628,0.4266,0.03588,0.00148,0.892,0.6942,36.71,53.5,0.1059,0.13877,0.01241,0.7414,0.577,74.02,70.48,0.171
2800,low,20,0.6303,0.4002,0.03313,0.00275,0.8872,0.7268,47.18,55.48,0.1108,0.15381,0.01504,0.7284,0.5967,55.99,78.4,0.18
2810,low,19,0.6798,0.4317,0.0341,0.00097,0.885,0.6887,37.21,54.83,0.0998,0.13912,0.01469,0.7048,0.5485,62.92,74.22,0.1403
2820,low,18,0.6989,0.4541,0.0331,0.00099,0.8837,0.6515,40.93,53.25,0.0954,0.15036,0.01124,0.7219,0.5322,49.53,76.2,0.1474
2830,low,20,0.6139,0.3953,0.02645,0.00665,0.8699,0.7126,38.24,54.97,0.1069,0.16428,0.01392,0.764,0.6259,67.13,73.67,0.165
2840,low,21,0.6641,0.3937,0.04068,0.01423,0.8721,0.7501,44.27,55.86,0.1139,0.15228,0.012,0.7347,0.632,67.82,77.69,0.1948
2850,low,19,0.5742,0.4,0.0351,0.00558,0.8917,0.6939,42.37,54.75,0.102,0.14362,0.00866,0.7297,0.5678,70.92,70.62,0.1735
2860,low,20,0.6783,0.4146,0.03383,0.00127,0.9047,0.7411,41.79,54.75,0.106,0.1611,0.01748,0.7006,0.574,57.58,71.01,0.1821
2870,low,20,0.6141,0.3953,0.03544,0.00161,0.8773,0.7187,39.87,51.99,0.1093,0.17409,0.01299,0.7048,0.5773,62.25,79.22,0.1557
2880,low,17,0.6988,0.4708,0.03742,0.00198,0.8901,0.6198,37.8,50.1,0.0908,0.13338,0.04071,0.7238,0.504,44.98,78.15,0.1378
2890,low,20,0.5716,0.3826,0.03415,0.00327,0.8759,0.7175,44.65,51.41,0.1068,0.16823,0.03485,0.7322,0.5998,52.01,72.02,0.1583
2900,low,21,0.7212,0.4108,0.03783,0.00368,0.902,0.7759,46.01,54.64,0.1127,0.14632,0.02191,0.7252,0.6238,63.3,79.77,0.1616
2910,low,18,0.7082,0.4569,0.03627,0.00156,0.8926,0.6581,32.67,54.28,0.0999,0.15736,0.01104,0.7179,0.5293,50.15,71.01,0.1661
2920,low,19,0.6825,0.4325,0.03269,0.00357,0.9039,0.7034,38.48,50.6,0.1,0.12624,0.03113,0.7236,0.5631,52.04,76.0,0.1561
2930,low,19,0.6711,0.4291,0.03568,0.00298,0.9002,0.7006,41.58,51.02,0.1015,0.16064,0.0344,0.7189,0.5595,51.31,76.68,0.1441
2940,low,20,0.5561,0.3779,0.03394,0.00173,0.8744,0.7163,42.55,55.19,0.1081,0.17216,0.01152,0.7287,0.5969,51.59,72.22,0.1799
2950,low,20,0.7272,0.4293,0.03211,0.00183,0.8856,0.7255,38.11,53.69,0.1069,0.15874,0.01342,0.6735,0.5517,57.18,71.27,0.1829
2960,low,19,0.6216,0.4143,0.03314,0.00103,0.8833,0.6874,43.91,54.29,0.1035,0.11095,0.04778,0.7205,0.5607,54.41,77.76,0.1708
2970,low,20,0.7081,0.4235,0.03577,0.00263,0.8876,0.7271,38.21,54.87,0.11,0.16465,0.05369,0.7215,0.591,65.81,74.09,0.184
2980,low,20,0.6565,0.4081,0.04092,0.00515,0.889,0.7283,45.32,54.3,0.1068,0.18453,0.01989,0.6943,0.5688,67.23,80.0,0.1578
2990,low,21,0.6374,0.3857,0.0392,0.00172,0.878,0.7552,49.94,52.57,0.113,0.11373,0.0708,0.703,0.6047,61.24,81.18,0.1779
