time_step,scenario,density,stability,route_score,our_delay,our_jitter,our_pdr,our_throughput,our_overhead,our_travel_time,our_congestion,aodv_delay,aodv_jitter,aodv_pdr,aodv_throughput,aodv_overhead,aodv_travel_time,aodv_congestion
1690,high,100,0.7328,0.3143,0.03663,0.00301,0.8778,3.5956,245.67,101.2,0.546,0.27858,0.02472,0.5,2.048,398.34,142.81,0.8517
1700,high,101,0.8431,0.3474,0.03558,0.00105,0.8837,3.656,246.53,99.34,0.5496,0.30292,0.02434,0.5,2.0685,363.85,143.28,0.8426
1710,high,100,0.8493,0.3492,0.03528,0.00029,0.8796,3.6028,223.0,97.3,0.5426,0.30818,0.00526,0.5,2.048,261.39,136.54,0.8202
1720,high,100,0.8977,0.3638,0.0326,0.00268,0.872,3.5718,239.86,100.13,0.5529,0.3209,0.01272,0.5,2.048,398.71,136.5,0.8507
1730,high,101,0.8419,0.347,0.03793,0.00533,0.8737,3.6144,216.8,97.24,0.5428,0.30711,0.01379,0.5,2.0685,294.92,145.25,0.8361
1740,high,100,0.8754,0.3571,0.03735,0.00058,0.8937,3.6606,213.71,100.67,0.5475,0.33203,0.02493,0.5,2.048,358.04,137.76,0.8446
1750,high,99,0.7479,0.3188,0.03422,0.00312,0.8762,3.5529,225.18,96.47,0.5523,0.29621,0.03583,0.5,2.0275,302.71,135.23,0.8124
1760,high,101,0.8405,0.3466,0.03124,0.00298,0.8805,3.6427,237.23,100.29,0.5602,0.31579,0.01958,0.5,2.0685,364.57,138.59,0.8366
1770,high,99,0.8027,0.3353,0.03591,0.00467,0.8707,3.5309,217.2,94.2,0.5264,0.26775,0.04804,0.5,2.0275,272.05,140.34,0.826
1780,high,99,0.8024,0.3352,0.03661,0.0007,0.8788,3.5636,211.96,94.41,0.5448,0.3049,0.03715,0.5,2.0275,388.21,136.02,0.8066
1790,high,103,0.8686,0.355,0.03666,5e-05,0.8848,3.7327,249.06,99.05,0.5475,0.3222,0.01729,0.5,2.1094,305.43,143.01,0.861
1800,high,100,0.8164,0.3394,0.04246,0.0058,0.8686,3.5578,248.42,95.55,0.5434,0.27638,0.04582,0.5,2.048,288.61,138.24,0.8492
1810,high,98,0.8146,0.3388,0.03615,0.00631,0.8741,3.5088,242.02,99.6,0.5162,0.3098,0.03343,0.5,2.007,388.62,133.78,0.7987
1820,high,99,0.7764,0.3274,0.04348,0.00733,0.8784,3.5619,226.48,100.74,0.5247,0.29522,0.01458,0.5,2.0275,375.39,138.04,0.8164
1830,high,100,0.8412,0.3468,0.04666,0.00318,0.8926,3.656,227.98,97.68,0.5419,0.28995,0.00527,0.5,2.048,262.26,140.31,0.829
1840,high,99,0.8692,0.3552,0.03784,0.00882,0.8804,3.5699,221.56,98.08,0.537,0.28536,0.00459,0.5,2.0275,393.67,143.34,0.8206
1850,high,99,0.7824,0.3292,0.03654,0.0013,0.8826,3.5789,210.35,98.3,0.5323,0.27452,0.01084,0.5,2.0275,313.75,143.03,0.8202
1860,high,100,0.7745,0.3268,0.03678,0.00024,0.8607,3.5254,209.39,95.61,0.5263,0.28382,0.0093,0.5023,2.0574,333.47,136.77,0.8407
1870,high,99,0.7909,0.3317,0.03549,0.0013,0.8825,3.5785,222.08,98.68,0.5454,0.31906,0.03524,0.5,2.0275,309.54,142.93,0.8217
1880,high,98,0.8238,0.3416,0.03192,0.00357,0.8584,3.4459,232.08,94.93,0.5345,0.28078,0.03828,0.5,2.007,330.59,138.8,0.8133
1890,high,98,0.7947,0.3328,0.04436,0.01244,0.8706,3.4945,213.64,97.03,0.5317,0.29266,0.01188,0.5,2.007,274.98,133.89,0.8257
1900,high,98,0.7636,0.3235,0.03373,0.01063,0.8917,3.5795,242.93,96.17,0.5447,0.29186,0.0008,0.5,2.007,347.81,140.27,0.7998
1910,high,98,0.7752,0.327,0.0342,0.00047,0.8907,3.5754,223.31,100.6,0.5234,0.31467,0.02281,0.5,2.007,283.58,136.07,0.8007
1920,high,100,0.8216,0.3409,0.04065,0.00645,0.8813,3.6097,211.06,99.23,0.5536,0.31851,0.00385,0.5,2.048,300.1,142.57,0.8251
1930,high,100,0.8452,0.348,0.04361,0.00296,0.8737,3.5787,240.73,94.42,0.53,0.32247,0.00396,0.5,2.048,255.0,144.82,0.8458
1940,high,101,0.8832,0.3594,0.03747,0.00614,0.8785,3.6345,204.03,94.6,0.5377,0.34234,0.01987,0.5,2.0685,380.67,138.77,0.8597
1950,high,101,0.7997,0.3343,0.03503,0.00244,0.8823,3.6502,237.01,97.66,0.5475,0.30897,0.03338,0.5,2.0685,372.47,145.27,0.8568
1960,high,98,0.7685,0.325,0.04063,0.0056,0.872,3.5003,234.52,98.08,0.5158,0.33132,0.02236,0.5004,2.0085,391.52,134.95,0.8056
1970,high,100,0.9029,0.3653,0.03399,0.00665,0.8741,3.5804,229.17,100.04,0.5348,0.29339,0.03793,0.5,2.048,353.4,138.06,0.8469
1980,high,101,0.855,0.3509,0.04027,0.00628,0.8853,3.6623,246.21,96.44,0.5436,0.30447,0.01108,0.5073,2.0988,389.39,143.84,0.8388
1990,high,99,0.8266,0.3424,0.03869,0.00158,0.8854,3.5902,206.82,97.1,0.5407,0.30077,0.00371,0.5,2.0275,313.42,143.45,0.8335
2000,high,101,0.8363,0.3453,0.03478,0.00391,0.8806,3.6428,226.8,96.64,0.5387,0.28028,0.02049,0.5,2.0685,396.25,136.25,0.8275
2010,high,101,0.7914,0.3319,0.03467,0.00011,0.8824,3.6505,207.7,100.7,0.5467,0.29211,0.01183,0.5,2.0685,293.17,145.04,0.8351
2020,high,101,0.8756,0.3571,0.04255,0.00788,0.8746,3.6181,246.52,99.13,0.5458,0.31926,0.02715,0.5,2.0685,376.85,137.2,0.8325
2030,high,100,0.832,0.344,0.03126,0.01128,0.8674,3.5528,210.08,95.31,0.5509,0.28275,0.03651,0.5,2.048,311.92,136.92,0.8371
2040,high,100,0.9676,0.3847,0.03881,0.00754,0.8843,3.6221,221.26,96.11,0.5392,0.28066,0.00209,0.5,2.048,376.32,141.83,0.8492
2050,high,101,0.7868,0.3305,0.04018,0.00137,0.8694,3.5966,234.47,99.51,0.5563,0.3017,0.02104,0.5,2.0685,400.5,137.63,0.8383
2060,high,101,0.8029,0.3353,0.03848,0.0017,0.8665,3.5848,240.47,96.8,0.5623,0.29499,0.00671,0.5,2.0685,397.64,144.83,0.8454
2070,high,99,0.7984,0.334,0.03164,0.00685,0.8736,3.5425,202.56,99.66,0.5208,0.29517,0.00018,0.5,2.0275,332.61,135.77,0.8396
2080,high,100,0.8586,0.352,0.03294,0.00131,0.8665,3.5493,227.63,97.95,0.5345,0.30038,0.00521,0.5,2.048,392.58,143.73,0.819
2090,high,99,0.8511,0.3498,0.0327,0.00024,0.8757,3.5509,242.74,94.4,0.5454,0.29712,0.00327,0.5,2.0275,276.04,143.2,0.8425
2100,high,100,0.8032,0.3354,0.04654,0.01384,0.8876,3.6358,232.97,96.88,0.5472,0.32384,0.02672,0.5,2.048,298.01,138.86,0.8145
2110,high,101,0.8341,0.3447,0.03491,0.01163,0.8866,3.668,226.18,99.52,0.54,0.32992,0.00608,0.5,2.0685,255.33,139.81,0.8498
2120,high,99,0.7245,0.3118,0.03704,0.00213,0.8702,3.5286,215.16,95.45,0.527,0.29858,0.03134,0.5144,2.0861,335.94,134.37,0.8139
2130,high,99,0.8449,0.3479,0.04649,0.00945,0.8724,3.5376,203.74,99.15,0.5523,0.31492,0.01634,0.5,2.0275,364.39,135.06,0.8432
2140,high,99,0.7557,0.3212,0.03433,0.01216,0.8763,3.5533,222.04,100.53,0.5455,0.31175,0.00316,0.5,2.0275,254.11,139.03,0.8302
2150,high,100,0.8324,0.3442,0.03586,0.00153,0.8785,3.5985,221.74,95.79,0.5493,0.28388,0.02787,0.5,2.048,301.62,138.02,0.8398
2160,high,100,0.7391,0.3162,0.03897,0.00311,0.8584,3.5158,214.99,101.86,0.5455,0.28357,0.00031,0.5,2.048,332.36,140.14,0.8202
2170,high,99,0.8253,0.342,0.03411,0.00486,0.8733,3.5411,242.14,95.5,0.5462,0.29396,0.01039,0.5,2.0275,390.22,140.68,0.8445
2180,high,100,0.7349,0.3149,0.03583,0.00172,0.8665,3.5491,233.78,99.81,0.5387,0.30199,0.00803,0.5,2.048,330.58,141.09,0.8413
2190,high,99,0.7496,0.3193,0.02093,0.0149,0.8724,3.5378,207.78,96.22,0.5271,0.3097,0.00772,0.5,2.0275,297.04,135.35,0.8201
2200,high,99,0.8458,0.3482,0.04317,0.02223,0.8852,3.5895,228.51,99.49,0.5497,0.28563,0.02408,0.5,2.0275,371.93,135.22,0.8252
2210,high,98,0.7752,0.327,0.04098,0.00219,0.8816,3.539,240.3,97.85,0.5444,0.29743,0.0118,0.5,2.007,327.26,140.9,0.8028
2220,high,99,0.6642,0.2937,0.02959,0.01138,0.8641,3.5039,237.58,99.36,0.5481,0.27274,0.02469,0.5,2.0275,364.8,142.35,0.8177
2230,high,100,0.8464,0.3484,0.03798,0.00839,0.8838,3.6199,244.76,100.36,0.5392,0.28774,0.015,0.5,2.048,385.94,140.35,0.8327
2240,high,100,0.7583,0.3219,0.03832,0.00034,0.8616,3.5293,233.1,101.75,0.5432,0.31044,0.0227,0.5,2.048,365.84,136.43,0.839
2250,high,99,0.8197,0.3404,0.03318,0.00514,0.8813,3.5738,230.84,95.63,0.5395,0.30299,0.00744,0.5,2.0275,267.15,139.3,0.8068
2260,high,100,0.8543,0.3507,0.03523,0.00205,0.883,3.6169,201.71,101.25,0.5531,0.29537,0.00762,0.5,2.048,273.08,137.84,0.8516
2270,high,100,0.8031,0.3354,0.03986,0.00464,0.885,3.6252,245.58,94.08,0.5324,0.30113,0.00576,0.5172,2.1183,380.36,136.35,0.8283
2280,high,99,0.716,0.3092,0.04154,0.00168,0.8655,3.5098,222.29,95.35,0.5366,0.28782,0.01331,0.5,2.0275,386.19,138.36,0.8437
2290,high,100,0.8337,0.3446,0.04084,0.00071,0.887,3.6331,237.56,95.97,0.5525,0.31182,0.02399,0.5,2.048,314.12,139.62,0.8247
2300,high,97,0.828,0.3428,0.04108,0.00024,0.8643,3.4339,235.97,95.3,0.5277,0.32443,0.01261,0.5,1.9866,330.97,135.31,0.8129
2310,high,100,0.798,0.3338,0.03725,0.00382,0.868,3.5553,225.7,98.51,0.5259,0.29621,0.02822,0.5,2.048,365.24,136.59,0.83
2320,high,100,0.8287,0.3431,0.04087,0.00362,0.8801,3.6047,216.73,96.89,0.5277,0.32239,0.02618,0.5,2.048,274.22,139.28,0.8483
2330,high,100,0.8471,0.3486,0.03697,0.0039,0.878,3.5961,204.63,96.27,0.5254,0.30593,0.01646,0.5055,2.0705,399.16,135.39,0.8374
2340,high,100,0.8036,0.3355,0.03843,0.00146,0.8776,3.5946,214.21,96.06,0.5304,0.29312,0.01281,0.5,2.048,292.99,141.21,0.8228
2350,high,97,0.8416,0.3469,0.03577,0.00266,0.8719,3.4643,231.3,98.26,0.5369,0.32706,0.03394,0.5031,1.999,298.71,139.26,0.8109
2360,high,99,0.8066,0.3364,0.03679,0.00102,0.8827,3.5794,211.29,94.9,0.5371,0.31521,0.01185,0.5,2.0275,381.12,140.19,0.8249
2370,high,100,0.8392,0.3462,0.03716,0.00037,0.8748,3.5834,238.8,100.44,0.532,0.27346,0.04175,0.5,2.048,297.32,144.51,0.8482
2380,high,99,0.8685,0.355,0.03918,0.00202,0.875,3.5481,233.52,100.04,0.5295,0.28668,0.01323,0.5,2.0275,301.22,136.71,0.8436
2390,high,101,0.848,0.3488,0.0393,0.00012,0.8842,3.6577,203.74,98.32,0.5613,0.29501,0.00832,0.5208,2.1546,401.51,136.83,0.8312
2400,high,100,0.8364,0.3454,0.03278,0.00653,0.8801,3.6051,237.73,101.05,0.5544,0.26929,0.02572,0.5,2.048,281.66,138.34,0.8406
2410,high,99,0.8768,0.3575,0.03264,0.00014,0.8825,3.5784,226.9,98.28,0.5295,0.29833,0.02904,0.5,2.0275,382.82,135.06,0.8214
2420,high,101,0.8126,0.3382,0.03681,0.00418,0.8697,3.598,230.64,101.51,0.5488,0.26396,0.03437,0.5,2.0685,302.47,139.7,0.8541
2430,high,99,0.8697,0.3554,0.02612,0.0107,0.8881,3.6014,232.6,100.57,0.5209,0.30095,0.03699,0.5,2.0275,304.85,140.72,0.8326
2440,high,100,0.7668,0.3245,0.04319,0.01707,0.8672,3.5521,207.0,99.87,0.5326,0.32695,0.026,0.5,2.048,349.31,139.27,0.8155
2450,high,98,0.8251,0.342,0.04282,0.00037,0.8843,3.5495,224.9,100.55,0.5317,0.27493,0.05202,0.5,2.007,367.16,133.9,0.8222
2460,high,100,0.8017,0.335,0.04186,0.00095,0.8772,3.593,249.66,100.22,0.5423,0.27879,0.00386,0.5118,2.0963,319.49,142.45,0.8155
2470,high,97,0.8439,0.3476,0.03713,0.00473,0.8701,3.4569,210.11,93.14,0.5114,0.28068,0.00189,0.5,1.9866,272.25,133.27,0.809
2480,high,100,0.8609,0.3527,0.03593,0.0012,0.8788,3.5995,198.47,98.57,0.5302,0.31625,0.03557,0.5,2.048,286.44,141.28,0.8206
2490,high,100,0.754,0.3206,0.03574,0.00019,0.8645,3.541,235.42,100.71,0.5424,0.29049,0.02575,0.5,2.048,356.32,144.39,0.8267
2500,high,100,0.7933,0.3324,0.03265,0.00309,0.8804,3.606,231.84,99.04,0.5462,0.29116,0.00066,0.5184,2.1235,398.52,144.89,0.8495
2510,high,100,0.85,0.3494,0.03372,0.00107,0.8789,3.5998,223.95,97.67,0.5488,0.28387,0.00729,0.5,2.048,372.48,140.54,0.8444
2520,high,100,0.7267,0.3125,0.03997,0.00625,0.8717,3.5706,225.12,95.29,0.5488,0.30344,0.01957,0.5,2.048,300.97,139.25,0.8151
2530,high,100,0.8727,0.3562,0.03994,3e-05,0.874,3.58,238.29,98.09,0.5343,0.30338,5e-05,0.5,2.048,366.02,142.26,0.8212
2540,high,100,0.8423,0.3471,0.03168,0.00826,0.875,3.5841,214.01,96.21,0.5428,0.31501,0.01163,0.5,2.048,369.68,135.35,0.8322
2550,high,100,0.8984,0.364,0.03841,0.00673,0.8898,3.6446,243.38,97.83,0.5531,0.29901,0.016,0.5,2.048,391.63,142.56,0.8161
2560,high,101,0.8223,0.3411,0.02923,0.00919,0.8815,3.6467,250.12,98.49,0.5528,0.33233,0.03332,0.5056,2.0916,328.62,143.79,0.8432
2570,high,99,0.876,0.3572,0.02828,0.00095,0.8924,3.6187,202.7,94.83,0.5504,0.2943,0.03803,0.5,2.0275,307.04,134.31,0.8352
2580,high,99,0.8969,0.3635,0.04301,0.01473,0.876,3.5523,237.03,96.89,0.5404,0.2896,0.0047,0.5,2.0275,308.05,141.26,0.8436
2590,high,98,0.7459,0.3182,0.03679,0.00622,0.8911,3.5769,237.81,96.05,0.5373,0.30075,0.01115,0.5,2.007,346.87,142.85,0.8221
2600,high,101,0.8114,0.3379,0.03164,0.00515,0.8834,3.6547,239.93,96.25,0.5392,0.28783,0.01291,0.5,2.0685,277.0,140.33,0.8365
2610,high,98,0.8563,0.3513,0.03638,0.00474,0.8874,3.5621,200.81,98.5,0.533,0.30493,0.01709,0.5,2.007,266.14,134.62,0.8144
2620,high,99,0.8379,0.3458,0.03317,0.0032,0.8625,3.4974,233.96,98.71,0.53,0.278,0.02693,0.5046,2.0461,302.82,139.67,0.8055
2630,high,100,0.8231,0.3414,0.03184,0.00133,0.8724,3.5732,216.83,100.03,0.5494,0.26486,0.01314,0.5,2.048,376.93,143.71,0.8321
2640,high,99,0.8981,0.3639,0.04424,0.0124,0.8873,3.598,227.78,96.18,0.5329,0.28371,0.01886,0.5,2.0275,378.27,139.81,0.8316
2650,high,100,0.7262,0.3123,0.03311,0.01113,0.861,3.5266,213.21,98.19,0.5467,0.27243,0.01128,0.5,2.048,326.6,144.8,0.8468
2660,high,100,0.8356,0.3451,0.02726,0.00585,0.8764,3.5899,207.47,101.31,0.5266,0.31617,0.04373,0.5,2.048,386.01,139.66,0.8324
2670,high,99,0.825,0.342,0.0407,0.01344,0.8867,3.5956,198.27,98.6,0.5324,0.28929,0.02688,0.5,2.0275,258.35,139.09,0.8419
2680,high,101,0.8728,0.3563,0.03552,0.00519,0.892,3.69,243.08,96.97,0.5605,0.31519,0.0259,0.5,2.0685,301.47,139.58,0.8246
2690,high,99,0.8393,0.3462,0.03808,0.00257,0.8784,3.562,228.34,93.35,0.5287,0.28831,0.02688,0.5,2.0275,292.28,142.1,0.8409
2700,high,99,0.8377,0.3457,0.03449,0.00359,0.8661,3.5121,236.37,98.56,0.5328,0.29978,0.01147,0.5,2.0275,286.06,136.42,0.8366
2710,high,100,0.8443,0.3477,0.03973,0.00524,0.8828,3.6159,235.1,101.73,0.5507,0.31951,0.01974,0.5,2.048,294.48,136.32,0.8429
2720,high,99,0.8364,0.3454,0.03746,0.00226,0.8763,3.5534,202.47,98.68,0.5367,0.30598,0.01353,0.5,2.0275,267.38,139.96,0.8228
2730,high,99,0.8627,0.3533,0.03779,0.00033,0.873,3.5399,232.88,97.03,0.5319,0.32333,0.01735,0.5,2.0275,327.69,138.46,0.8062
2740,high,100,0.8074,0.3367,0.03384,0.00396,0.8716,3.5702,243.78,101.26,0.5292,0.27399,0.04934,0.5,2.048,372.2,139.98,0.8524
2750,high,98,0.7347,0.3149,0.03532,0.00148,0.88,3.5326,220.62,96.97,0.5326,0.30358,0.02958,0.5,2.007,298.05,136.86,0.8025
2760,high,101,0.8168,0.3395,0.03835,0.00304,0.8833,3.654,227.53,96.17,0.5372,0.28578,0.0178,0.5,2.0685,351.18,136.05,0.8536
2770,high,100,0.8042,0.3357,0.04016,0.0018,0.8816,3.6111,218.87,94.79,0.5255,0.26898,0.0168,0.5,2.048,384.62,144.19,0.8141
2780,high,100,0.8399,0.3464,0.03566,0.00449,0.8914,3.6513,241.88,100.16,0.5264,0.29181,0.02283,0.5,2.048,302.19,140.16,0.8341
2790,high,100,0.8019,0.335,0.03523,0.00044,0.8622,3.5318,229.44,95.19,0.5435,0.29068,0.00112,0.5,2.048,313.31,142.98,0.8336
2800,high,101,0.8894,0.3613,0.03023,0.00499,0.8802,3.6413,231.67,94.46,0.5311,0.30626,0.01558,0.5,2.0685,270.92,140.23,0.8464
2810,high,100,0.7445,0.3178,0.03608,0.00585,0.8653,3.5442,209.72,94.17,0.5446,0.29327,0.01299,0.5,2.048,297.65,142.7,0.8209
2820,high,101,0.8045,0.3358,0.03289,0.00319,0.8715,3.6054,229.53,100.01,0.5637,0.29242,0.00085,0.5,2.0685,393.58,141.6,0.8476
2830,high,98,0.7196,0.3103,0.03284,5e-05,0.8824,3.5419,202.11,94.39,0.5276,0.28521,0.00721,0.5134,2.0608,277.06,138.26,0.8119
2840,high,99,0.8852,0.36,0.03678,0.00395,0.88,3.5686,198.8,94.44,0.5481,0.32573,0.04052,0.5,2.0275,320.86,135.38,0.8082
2850,high,100,0.8559,0.3512,0.03982,0.00303,0.8872,3.6341,234.47,100.71,0.548,0.30223,0.0235,0.5,2.048,305.18,140.94,0.8295
2860,high,101,0.7242,0.3117,0.03329,0.00653,0.8789,3.6358,209.4,102.28,0.5401,0.30347,0.00124,0.5,2.0685,305.76,139.37,0.8616
2870,high,101,0.8658,0.3542,0.03359,0.0003,0.8828,3.6523,219.45,100.54,0.56,0.30817,0.00469,0.5,2.0685,278.67,140.35,0.8305
2880,high,100,0.8299,0.3434,0.03599,0.00239,0.875,3.5839,201.92,99.3,0.5448,0.29631,0.01186,0.5,2.048,349.3,143.09,0.8373
2890,high,100,0.9581,0.3819,0.03599,0.0,0.8817,3.6115,236.3,101.33,0.5512,0.31617,0.01986,0.5,2.048,342.51,136.94,0.8212
2900,high,99,0.8175,0.3397,0.03673,0.00074,0.8928,3.6203,205.96,100.88,0.5496,0.29981,0.01636,0.5,2.0275,382.03,134.33,0.8389
2910,high,100,0.819,0.3401,0.0327,0.00404,0.8815,3.6108,227.29,94.67,0.5546,0.29347,0.00634,0.5,2.048,266.78,137.23,0.8326
2920,high,101,0.7754,0.3271,0.03636,0.00366,0.8781,3.6325,225.8,95.35,0.5619,0.28763,0.00584,0.5013,2.0738,331.98,144.41,0.8454
2930,high,102,0.8053,0.336,0.04129,0.00494,0.8728,3.6465,232.41,95.84,0.5621,0.30384,0.0162,0.5,2.089,353.22,146.54,0.8366
2940,high,99,0.8061,0.3363,0.03804,0.00325,0.8785,3.5623,215.22,97.42,0.5293,0.34091,0.03707,0.5099,2.0677,332.29,142.97,0.8357
2950,high,99,0.8122,0.3381,0.03966,0.00162,0.8756,3.5506,204.7,99.1,0.5333,0.308,0.03291,0.5,2.0275,292.53,143.33,0.8144
2960,high,100,0.8314,0.3439,0.04306,0.0034,0.8775,3.5944,222.96,100.17,0.5253,0.26589,0.04211,0.5066,2.0751,286.9,136.12,0.8403
2970,high,100,0.8409,0.3467,0.03927,0.00378,0.8819,3.6122,223.79,96.47,0.5561,0.28689,0.021,0.5,2.048,326.24,141.77,0.8174
2980,high,99,0.8031,0.3354,0.03991,0.00064,0.8667,3.5144,237.58,97.95,0.5313,0.3128,0.02591,0.5,2.0275,318.6,143.09,0.8095
2990,high,100,0.7801,0.3285,0.03055,0.00937,0.8728,3.575,239.79,95.94,0.5432,0.29677,0.01602,0.5,2.048,337.95,137.66,0.8472
